Features Used,Equation,Train R-squared,Train MRE,Train RMSRE,Test R-squared,Test MRE,Test RMSRE,Equation Components,Model Score
Feature(s): 1 2 6 7 8 9,#NAME?,-0.000164159,1.575787971,1.217081684,0.000133084,1.256348198,1.062745643,68,-68.00155376
Feature(s): 2 3 5 6 7 8 9,#NAME?,-0.000298633,1.533305162,1.217163501,-0.001153203,1.223910388,1.063429012,68,-68.07259181
Feature(s): 3 5 7 8 9,#NAME?,-0.068253842,1.971225061,1.257828164,-0.130554209,1.573774118,1.130066314,59,-68.94040254
Feature(s): 1 3 4 5 7 9,0.100097553755936*x_1 + 0.38639515898368*x_2 + 0.447992596713408*x_3 + 5.30602439962496e-6*x_4 + 0.147919146409664*x_5 + 2.30796261441408e-6*x_6 + 0.010589853*(0.004648317*x_1 - 0.03307036*x_2 - 0.052498396*x_3 + 5.0322027e-9*x_4 - 0.05739627*x_5 + 0.033908453*x_6 + 0.09224197)*(0.048084408*x_1 + 0.003400221*x_2 + 0.031045424*x_3 + 0.02990686*x_4 + 0.07776644*x_5 + 0.03395208*x_6 - 0.12030378) + 0.13038558*sin(-0.0071439897*x_1 + 0.015850091*x_2 + 0.0031427825*x_3 + 0.034299314*x_4 + 0.03235596*x_5 + 0.26982686*x_6 + 0.01329093) - 0.1789234*cos(7.7216624e-5*x_1 + 4.383194e-5*x_2 + 5.4238866e-5*x_3 + 7.760076e-6*x_4 + 3.061821e-5*x_5 + 0.0035731061*x_6 - 0.03670523) + 3.8778219324052,0.022840616,1.639756663,1.203003211,-0.022744853,1.315485576,1.074835211,69,-68.99521187
Feature(s): 1 2 3 4 7 8 9,3.60911073047994e-5*x_3 + 1.24536929135864e-5*x_4 + 4.38134316936372e-5*x_5 + 1.14047383145128e-5*x_7 - 0.00014771095*(0.21377473*x_1 + 0.13320257*x_2 + 0.08890103*x_3 + 0.17796418*x_4 + 0.05757596*x_5 - 0.07229181*x_7 + 0.09767909)*(0.2298639*x_1 + 0.15011466*x_2 + 0.090437375*x_3 + 0.17677528*x_4 - 0.042474635*x_5 + 0.06608355*x_7 + 0.1718532) - 0.015985297*sin(0.052196182*x_1 + 2.5928579e-5*x_2 + 0.1449672*x_3 + 0.23468603*x_4 - 3.654629e-5*x_5 - 0.09407449*x_6 + 0.26605454*x_7 + 0.26459768) - 0.005903104*cos(0.00016368975*x_1 + 0.00011989626*x_2 + 0.00012665105*x_3 + 0.00014657003*x_4 + 0.00016785278*x_5 + 0.01751376*x_6 - 0.3560003*x_7 - 0.29302195) + 3.74559398153349,6.22E-05,1.575036677,1.216943948,-0.000890615,1.256812795,1.063289542,69,-69.04142052
Feature(s): 2 3 5 6 7 9,0.00224747522345088*x_1 + 0.0054063803213088*x_2 + 0.0003075835854112*x_3 - 0.0086889707228032*x_4 + 0.0042014377305312*x_5 + 1.94729876115328e-5*x_6 - 0.003880403*(0.022868523*x_1 - 0.056597903*x_2 + 0.028570315*x_3 - 0.12993501*x_4 + 0.054951783*x_5 - 0.054444402*x_6 + 0.017399248)*(0.03717883*x_1 + 0.055884253*x_2 + 0.009484813*x_3 + 0.06586308*x_4 + 0.016098792*x_5 + 0.054323755*x_6 + 0.09481736) - 0.031139115*sin(0.08108262*x_1 + 0.08197473*x_2 + 0.045201972*x_3 + 0.048664674*x_4 + 0.057979237*x_5 + 0.05558742*x_6 + 0.06564349) - 0.019612715*cos(-0.0023876352*x_1 + 0.029154958*x_2 + 0.05497814*x_3 + 0.08339525*x_4 + 0.03817227*x_5 - 0.027288573*x_6 + 0.006872117) + 3.33130184670993,0.001101799,1.730524059,1.21631118,-0.015094039,1.415815967,1.070807422,69,-69.69961203
Feature(s): 3 5 6 7 8 9,#NAME?,-0.005403046,1.403961104,1.220265074,-0.009264891,1.122198108,1.067728455,69,-69.73339683
Feature(s): 1 4 5 7 8 9,#NAME?,-0.047507696,1.088752802,1.245554383,-0.065428133,0.884965885,1.097034571,65,-70.64679144
Feature(s): 2 3 4 5 6 7 9,0.00284467910341676*x_1 + 0.003492567599877*x_2 + 0.0038888751793872*x_3 + 0.00075818668970276*x_4 - 0.00055198860660062*x_5 + 0.00280965660873284*x_6 + 4.067999e-5*(0.037599005*x_1 + 0.09117533*x_2 + 0.06540478*x_3 + 0.13252184*x_4 - 0.014712552*x_6 + 0.012965345*x_7 + 0.08903317)*(0.11656637*x_1 + 0.08349547*x_2 + 0.014482887*x_3 + 0.10819797*x_4 + 0.019880228*x_5 + 0.053541582*x_6 - 0.015077671*x_7 - 0.02238339) - 2.6387608e-5*sin(0.031043079*x_2 + 0.017852163*x_3 + 0.08253123*x_4 + 0.10358442*x_5 + 0.09882616*x_7 + 0.115678824) - 0.003993685*cos(4.0824716e-6*x_1 + 2.2573116e-5*x_2 + 1.650699e-5*x_3 + 1.5256048e-5*x_4 - 0.0715085*x_5 + 3.3003955e-5*x_6 - 0.1607555*x_7 + 1.4378088e-5) + 3.74432931083251,-3.70E-05,1.57345344,1.217004318,-0.000278975,1.254581385,1.062964606,71,-71.01579914
Feature(s): 1 2 3 5 6 8 9,#NAME?,-1.23E-05,1.55390774,1.216989284,-0.000891583,1.238039728,1.063290056,71,-71.04519422
Feature(s): 2 3 4 5 7 8 9,#NAME?,-0.000448221,1.575262236,1.217254507,-0.000898672,1.255656921,1.063293822,71,-71.06734469
Feature(s): 1 2 4 7,(0.2101699380010002*x_1 - 0.32690454308963401*x_2 - 0.044283955677724384*x_4 - 1.0617934330222154*(-0.874551896145721*x_1 + 0.9074354294727737*x_2 - 0.48594525700646646*x_3 + 0.6288820991703036*x_4 + 0.05586328932382976)*(0.338322438563304*x_1 + 0.3893633631807944*x_2 + 0.6225215560341884*x_3 - 0.9287205916712757*x_4 + 0.15324686152167946) - 1.7658562767461878*sin(-0.6520948500414805*x_1 + 1.4936163913842875*x_2 + 1.169477666991301*x_3 + 0.30652793337223966*x_4 + 0.2599190684153573) + 0.605661688311813*cos(0.391851758885401*x_4 + 1.4975617295996284) - 0.18092207803933064)/(-0.4688080675050671*x_1 + 0.72919794601523303*x_2 + 0.09878042445183196*x_4 + 1.0116782074579458*(-0.874551896145721*x_1 + 0.9074354294727737*x_2 - 0.48594525700646646*x_3 + 0.6288820991703036*x_4 + 0.05586328932382976)*(0.338322438563304*x_1 + 0.3893633631807944*x_2 + 0.6225215560341884*x_3 - 0.9287205916712757*x_4 + 0.15324686152167946) + 1.2522637192465071*sin(-0.6520948500414805*x_1 + 1.4936163913842875*x_2 + 1.169477666991301*x_3 + 0.30652793337223966*x_4 + 0.2599190684153573) - 1.2333470599532778),0.466786825,0.684294507,0.888657722,-0.336017633,0.640948589,1.228469359,78,-71.46154036
Feature(s): 2 4 6 7,(-0.56914262424678342*x_1 - 0.65448936384736056*x_2 - 0.669243354804702*x_3 - 0.1070262843647831*x_4 - 0.2314207476509568*(0.4168287361090901*x_1 + 0.69758320689105*x_2 - 0.5023468379582282*x_3 - 0.7171031761807993*x_4 + 0.01213105304288615)*(0.5699410651070437*x_1 + 0.7174936961552696*x_2 - 0.4528523046480784*x_3 - 1.0385271885615688*x_4 + 0.18222984831547134) - 1.9440260547286157*sin(1.2796189760398569*x_1 + 0.8620281622052823*x_2 - 0.40729345140016127*x_3 + 0.561742014853453*x_4 + 0.23358058507657273) + 0.3613231703732353*cos(0.03159084014676366*x_1 + 0.359624011006865*x_2 + 0.49034368511280696*x_3 + 0.35319570173980963) - 0.5529251853717781)/(0.43805536079452736*x_1 + 0.50374468929605312*x_2 + 0.51510048054526901*x_3 + 0.082375551600900325*x_4 - 0.9833501006612493*(0.4168287361090901*x_1 + 0.69758320689105*x_2 - 0.5023468379582282*x_3 - 0.7171031761807993*x_4 + 0.01213105304288615)*(0.5699410651070437*x_1 + 0.7174936961552696*x_2 - 0.4528523046480784*x_3 - 1.0385271885615688*x_4 + 0.18222984831547134) + 1.034844909841952*sin(1.2796189760398569*x_1 + 0.8620281622052823*x_2 - 0.40729345140016127*x_3 + 0.561742014853453*x_4 + 0.23358058507657273) - 0.21791512072053973*cos(0.03159084014676366*x_1 + 0.359624011006865*x_2 + 0.49034368511280696*x_3 + 0.35319570173980963) - 1.1071244259848299),0.491441447,0.626023871,0.867869777,-0.021787542,0.58411764,1.074332059,95,-71.51730475
Feature(s): 2 4 5 7 9,6.93946579102225e-5*x_1 + 0.000133121546434989*x_2 + 5.03660652796265e-6*x_3 + 6.12189165711788e-5*x_4 - 0.002328784*(-0.0276532*x_1 + 0.035195455*x_2 + 0.09671804*x_3 - 0.05695807*x_4 + 0.013411966*x_5 + 3.043252e-8)*(0.16294968*x_1 + 0.026913831*x_2 - 0.020567458*x_3 + 0.029539008*x_4 - 0.0135719925*x_5 + 0.04259417) - 0.00025828677*sin(1.4088945e-6*x_1 + 1.5908937e-6*x_2 + 4.3511344e-7*x_3 + 9.3478457e-7*x_4 - 0.17020346*x_5 + 6.531599e-7) - 0.09257088*cos(7.165411e-5*x_1 + 8.406634e-5*x_2 + 0.07648719*x_3 + 4.8129685e-5*x_4 - 0.04863301*x_5 + 4.076379e-5) + 3.53864493298771,-0.093852713,1.386242455,1.272809791,-0.21531495,1.062138204,1.171662834,57,-72.45838317
Feature(s): 1 4 6 7 8 9,0.000458434409405456*x_1 + 0.000444845586446*x_2 + 3.40425411834232e-5*x_3 + 0.000476060443876736*x_4 + 1.64663167095469e-6*x_5 - 1.90523748896624e-5*x_6 - 1.0768743e-5*(0.06098973*x_1 + 0.110881835*x_2 + 0.07355678*x_3 - 0.024176428*x_4 - 0.025870416*x_5)*(0.05786384*x_1 - 0.018498518*x_3 - 0.09923756*x_4 + 0.02626872*x_5 - 0.031511437*x_6 + 0.044999525) + 6.51941376936076,-0.319728267,2.860851925,1.398061713,-0.504848797,2.313908794,1.303781056,34,-75.2288532
Feature(s): 1 2 3 4 5 8 9,#NAME?,-0.005132084,1.414396026,1.220100629,-0.008389136,1.128307063,1.067265112,75,-75.676061
Feature(s): 1 3 4 5 6 8 9,2.0872088050939e-6*x_1 + 2.0459743905442e-6*x_2 + 2.20242545857355e-6*x_3 + 5.4485256700485e-7*x_4 - 5.303903706764e-8*x_5 - 8.2511426352855e-9*x_7 + 0.015922055*(0.016981028*x_1 + 0.15222794*x_2 + 0.047729973*x_3 + 0.05780617*x_4 + 0.03886338*x_5 - 7.2345268e-9*x_6 + 0.021327183*x_7 + 0.043999035)*(0.14875045*x_1 + 0.056999538*x_2 + 0.06956896*x_3 + 0.06614042*x_4 - 7.2899127e-9*x_5 - 7.2345268e-9*x_6 - 0.02129836*x_7 + 0.041358467) - 0.07208676*sin(4.802985e-5*x_1 + 1.0783227e-5*x_2 + 1.5355123e-5*x_3 + 0.05815258*x_4 + 0.0020297952*x_5 + 0.020792529*x_6 + 0.004474494*x_7 + 2.7376007e-6) - 0.1123432*cos(0.00010971791*x_1 - 0.00613726*x_2 - 0.0062979287*x_3 + 4.1679978e-6*x_4 + 0.04342383*x_5 + 0.0016623958*x_6 - 0.05568786*x_7 - 0.011663865) + 3.37301555770582,-0.011490689,1.45765722,1.223953808,0.020406028,1.155819141,1.051916545,77,-76.55423303
Feature(s): 1 3 4 5 6 7 9,7.92014245696e-6*x_2 + 6.186534720502e-6*x_3 + 9.296817955788e-7*x_4 - 1.0062420730812e-5*x_5 + 7.175506431156e-6*x_6 - 0.022638159*(0.022585385*x_1 + 0.13311735*x_2 + 0.07060689*x_3 + 0.19859807*x_4 + 0.1338462*x_5 + 0.0950825*x_6 + 0.013434265*x_7 + 0.14383666)*(0.05914792*x_1 + 0.072658375*x_2 + 0.20153171*x_3 + 0.060600646*x_4 + 0.17020454*x_5 + 0.096345775*x_6 - 0.013433784*x_7 + 0.10380962) - 0.021662109*sin(0.00016032194*x_1 + 6.0284307e-5*x_2 + 9.874855e-5*x_3 - 0.06717821*x_4 - 0.11100823*x_5 + 7.9893725e-6*x_6 - 0.163967*x_7 - 0.06828631) - 0.047189128*cos(0.00026141584*x_1 + 0.00013038093*x_2 + 0.00016983508*x_3 + 0.0016627158*x_4 + 0.044745665*x_5 + 0.000120809265*x_6 + 0.11541885*x_7 + 0.047020324) + 3.25077482657766,-0.012552303,1.318591592,1.224595942,-0.020190952,1.054446564,1.073492384,75,-76.63716276
Feature(s): 5 7 8 9,#NAME?,-0.316685777,0.665496794,1.396449244,-0.384224808,0.669303107,1.250436229,42,-77.04552925
Feature(s): 1 2 4 5 6 7 9,0.00265936204476178*x_1 + 0.0024367919551839*x_2 + 0.00438934831519835*x_3 + 0.00055689621391153*x_4 - 0.0015017660068593*x_5 + 0.00306152916107054*x_6 - 6.380907e-5*(0.08373284*x_1 + 0.074963704*x_2 + 0.08266025*x_3 + 0.12913826*x_4 + 0.06861299*x_5 + 0.14501128*x_6 - 0.033514213*x_7 - 0.017579446)*(0.16056773*x_1 + 0.08150037*x_2 + 0.07937021*x_3 + 0.041180886*x_4 + 0.13899653*x_5 + 0.09728071*x_6 + 0.032008573*x_7 + 0.05513585) - 0.028430859*sin(0.00039383545*x_1 + 0.00038609325*x_2 + 0.00040934706*x_3 + 0.00032113172*x_4 + 7.413848e-5*x_5 + 0.000525064*x_6 - 0.21919402*x_7 + 0.0004208571) + 0.008103017*cos(4.4513804e-6*x_1 + 1.7882287e-5*x_2 + 6.8412874e-6*x_3 - 0.024997598*x_4 + 0.12392045*x_5 - 2.0591358e-5*x_6 + 0.26902717*x_7 + 0.09970051) + 3.74675504837792,-0.000126411,1.57610892,1.217058717,-0.00163236,1.256432275,1.063683463,77,-77.08793855
Feature(s): 1 2 3 4 6 7 9,1.3568868807741e-5*x_1 + 3.2467647869982e-5*x_2 + 0.000101123101552122*x_3 + 8.2858912192953e-5*x_4 - 0.000141021965848023*x_5 + 0.000108534367634355*x_6 - 1.6029321e-7*(0.018439809*x_1 + 0.01757265*x_2 + 0.11715015*x_3 - 0.004866572*x_4 + 0.046874985*x_5 + 0.08993538*x_6 + 0.013236649*x_7 + 0.18290982)*(0.018481703*x_1 + 0.06564205*x_2 + 0.15396737*x_3 + 0.21638174*x_4 + 0.033814654*x_5 + 0.025313526*x_6 - 0.010352582*x_7 + 0.10490461) + 0.0126257185*sin(0.04679661*x_1 + 0.096811734*x_2 + 0.12702143*x_3 + 0.11176834*x_4 + 0.09792931*x_5 + 0.13651776*x_6 + 0.16835865*x_7 + 0.11376026) - 0.044752266*cos(0.009373317*x_1 + 0.081547886*x_2 + 0.07880828*x_3 + 0.07020492*x_4 + 0.106270574*x_5 + 0.094609216*x_6 + 0.3780545*x_7 + 0.108187884) + 3.43199210380309,-0.004925053,1.411398395,1.219974968,-0.012051709,1.122085092,1.069201563,77,-77.8488381
Feature(s): 1 2 3 5 6 7 9,0.00203614064736473*x_1 + 0.00178137961764702*x_2 + 0.00214699588175965*x_3 + 0.000606882306081662*x_4 - 0.00101922651844322*x_5 + 0.0018672538524489*x_6 + 0.0019164716*(0.31512356*x_1 + 0.12253732*x_2 + 0.11289153*x_3 + 0.025944302*x_4 - 0.026094865*x_5 + 0.08399401*x_6 - 0.030992111*x_7 + 0.15878971)*(0.37250024*x_1 + 0.18848097*x_2 + 0.12715994*x_3 + 0.022599032*x_4 - 0.07256026*x_5 + 0.11798477*x_6 + 0.031055193*x_7 + 0.18786846) + 0.009902399*sin(-0.0001347224*x_1 + 0.039272144*x_2 + 0.05928071*x_3 + 0.05666528*x_4 + 0.11846145*x_5 - 1.9679499e-5*x_6 + 0.0037392452*x_7 + 0.11042822) - 0.039816126*cos(0.0001602942*x_1 + 0.00011396454*x_2 + 0.000102585356*x_3 - 0.06884037*x_4 + 0.0049041486*x_5 - 0.047281224*x_6 + 0.15623663*x_7 - 0.01666432) + 2.90250707575098,-0.033283007,1.190941799,1.237068438,-0.02574673,0.962348553,1.076411439,77,-79.95148684
Feature(s): 1 2 3 4 5 7 8 9,#NAME?,-0.000817218,1.507369893,1.217478967,-0.001990672,1.201252186,1.063873701,82,-82.14039451
Feature(s): 1 3 4 6 7,(-0.01825153563753474*x_1 - 0.5025495376793535*x_2 - 0.464949963080485*x_3 - 0.4140723427470502*x_4 + 0.8593660680557345*(0.14463814025495092*x_1 + 0.9581785325942799*x_3 - 0.14012193951787796*x_4 - 0.7837108626738418*x_5 + 0.1578629796755647)*(0.42811544591241457*x_1 + 0.03356638454481543*x_2 + 0.40619486358638013*x_3 - 1.0808975931782085*x_4 - 0.12510082770260547) - 0.6369821259084449*sin(0.18578814542660416*x_1 + 1.2378146037101476*x_2 + 0.7902734592977116*x_3 + 0.4217606598184263*x_4 + 0.449069261320327*x_5 + 0.00653517894690166) - 0.8081607025208067*cos(0.38624845071505637*x_1 + 0.3687295637024984*x_2 + 1.2357101449626724*x_3 - 1.224818328555121*x_4 - 0.05872439358902869*x_5 - 0.7699352111874542) + 0.22872502000652312)/(0.0093975091751286114*x_1 + 0.25875707036869747*x_2 + 0.23939747486446261*x_3 + 0.21320116385877979*x_4 - 0.5025123425090495*(0.14463814025495092*x_1 + 0.9581785325942799*x_3 - 0.14012193951787796*x_4 - 0.7837108626738418*x_5 + 0.1578629796755647)*(0.42811544591241457*x_1 + 0.03356638454481543*x_2 + 0.40619486358638013*x_3 - 1.0808975931782085*x_4 - 0.12510082770260547) + 0.7135031110570268*sin(0.18578814542660416*x_1 + 1.2378146037101476*x_2 + 0.7902734592977116*x_3 + 0.4217606598184263*x_4 + 0.449069261320327*x_5 + 0.00653517894690166) + 0.1900164531577853*cos(0.38624845071505637*x_1 + 0.3687295637024984*x_2 + 1.2357101449626724*x_3 - 1.224818328555121*x_4 - 0.05872439358902869*x_5 - 0.7699352111874542) - 1.1930685869075705),0.500269842,0.624132884,0.860303843,-0.015272001,0.5825394,1.070901282,107,-82.75010796
Feature(s): 2 3 4 6 7,#NAME?,0.496507312,0.620872896,0.863536436,-0.053252898,0.613237203,1.090748351,105,-82.83727926
Feature(s): 2 3 4 5 8 9,3.16101186664056e-8*x_1 + 1.67575936746476e-7*x_2 + 1.03158903117789e-7*x_3 + 2.39784528338088e-7*x_4 + 5.96318558783542e-9*x_5 - 7.7635926299428e-8*x_6 - 1.3335471e-8*(0.058119744*x_1 + 0.058369115*x_2 + 0.062119577*x_3 + 0.055948757*x_4 + 0.047680702*x_5 - 0.011899331*x_6 + 3.097253e-15)*(0.16847774*x_1 + 0.022859301*x_2 + 0.09321444*x_3 + 0.037334174*x_4 - 0.04543398*x_5 + 0.016602943*x_6 + 0.028995823) - 0.13010983*sin(0.02374237*x_1 + 0.033057187*x_2 + 0.037890047*x_3 - 4.0355728e-9*x_4 + 0.087068796*x_5 + 0.06791662*x_6 + 0.048019473) - 0.045485027*cos(0.032584976*x_1 + 0.059654012*x_2 + 0.046395134*x_3 + 0.056201894*x_4 + 0.10017122*x_5 + 0.10891392*x_6 + 0.080288194) + 5.48694912164397,-0.131006279,2.503354277,1.294245284,-0.158127606,2.035915911,1.143764047,69,-83.45669427
Feature(s): 1 2 4 5 7 8 9,#NAME?,-0.442608113,1.235581781,1.461700072,-0.337483084,1.129519565,1.229142917,45,-84.00455986
Feature(s): 3 5 7 8 9,0.0092423196119592*x_1 + 0.0074325902622056*x_2 + 0.0103836874748232*x_3 + 7.9595134220916e-5*x_4 - 0.0011706687475576*x_5 + 0.00042088935*(0.0150584085*x_1 + 0.0782477*x_2 - 0.036268916*x_3 + 0.012889425*x_4 - 0.022210076*x_5 - 0.09836477)*(0.16814782*x_1 + 0.05730711*x_2 + 0.08206439*x_3 + 0.012838374*x_4 - 0.021402251*x_5 + 0.07112194) + 6.85944346893347,-0.463646229,3.35057298,1.472319765,-0.576462701,2.768028895,1.334443172,33,-85.00544652
Feature(s): 1 3 4 5 6 7 8 9,#NAME?,0.000187025,1.575590057,1.216867991,-0.000274613,1.255758771,1.062962288,86,-86.00437937
Feature(s): 1 2 4 5 6 7 8 9,#NAME?,-0.00022227,1.577881942,1.217117041,0.002127057,1.255824372,1.06168543,87,-86.90476062
Feature(s): 2 3 4 5 6 7 8 9,#NAME?,0.000746549,1.570539095,1.216527446,-0.012311458,1.256021897,1.069338763,89,-89.57824545
Feature(s): 1 2 3 4 5 6 8 9,7.30968181129446e-8*x_1 + 6.3561423421002e-8*x_2 + 1.34981458038479e-7*x_3 + 7.83690556264005e-8*x_4 + 1.24845333730854e-7*x_5 - 2.06747005135021e-9*x_6 + 1.37594277395177e-9*x_7 - 1.98434014968636e-8*x_8 - 1.4008752e-9*(0.1532982*x_1 + 0.091388546*x_2 + 1.6872434e-16*x_3 + 0.12416401*x_4 + 0.001312461*x_5 + 0.0489003*x_6 - 0.08514605*x_7 + 4.104451e-17*x_8 + 0.045288168)*(0.1835755*x_1 - 0.0017809407*x_2 + 0.11961191*x_3 + 0.13285075*x_4 + 0.034819286*x_5 + 0.030017968*x_6 + 0.094168045*x_7 + 4.104451e-17*x_8 + 1.6806899e-16) + 0.04635984*sin(3.503524e-7*x_1 + 5.9315667e-8*x_2 + 1.6733111e-8*x_3 + 9.625792e-8*x_4 - 0.13967724*x_5 - 0.16601102*x_6 - 0.2751452*x_7 - 0.23265192*x_8 + 1.2558884e-8) + 3.5061984e-8*cos(0.08591237*x_5 - 0.028622651*x_7 - 0.086471066*x_8 + 0.014139394) + 5.29586508866017,-0.102203856,2.391739418,1.277659258,-0.120931045,1.93517044,1.12524653,79,-90.15674508
Feature(s): 1 2 3 4 5 6 7 8 9,7.498819269123e-6*x_1 + 0.000117587976476348*x_2 + 0.000165419857926521*x_3 + 0.000152116422849328*x_4 + 0.000143682691767147*x_5 + 1.98765245652833e-5*x_6 + 0.000200070331938685*x_7 - 8.0881752747249e-7*x_8 + 1.87290119467606e-5*x_9 - 4.6763165e-5*(0.18821041*x_1 + 0.0952649*x_2 + 0.065405756*x_3 + 0.17077404*x_4 + 0.06394447*x_5 + 0.060948472*x_6 + 0.101604305*x_7 - 0.032963995*x_8 + 0.047163848*x_9 + 0.06506939)*(0.22411229*x_1 + 0.13932748*x_2 + 0.092849284*x_3 + 0.25241137*x_4 - 0.02272199*x_5 + 0.06720052*x_6 + 0.13992906*x_7 + 0.039263144*x_8 - 0.04794798*x_9 + 0.052718814) + 0.00705146*sin(0.09404983*x_1 + 0.09191606*x_2 + 0.09290014*x_3 + 0.094646804*x_4 + 0.07506436*x_5 + 0.062421042*x_6 + 0.08949567*x_7 + 0.013122001*x_8 + 0.041711576*x_9 + 0.10226167) - 0.00018544856*cos(0.042979643*x_1 + 0.04256891*x_2 + 0.038067445*x_3 + 0.044674784*x_4 - 0.016008079*x_5 + 0.039062306*x_6 + 0.033581443*x_7 - 0.056573484*x_9 - 0.043335587) + 3.02798230886667,0.006029775,1.624181118,1.213307188,0.107900801,1.322333629,1.00384072,97,-91.30347119
Feature(s): 1 5 6 7 8,4.3829638507215e-6*x_1 + 1.1844181267281e-7*x_2 + 1.18349274795504e-6*x_4 + 0.009168008*(0.11995698*x_1 + 0.2377199*x_2 + 0.05869541*x_3 + 0.17653282*x_4 - 0.021906361*x_5 + 0.08172749)*(0.1399317*x_1 + 0.1265828*x_2 + 0.06747185*x_3 + 0.061624527*x_4 + 0.02189779*x_5 + 0.10601725) - 0.004328953*sin(2.6936493e-6*x_1 + 0.18176652*x_2 + 0.115981616*x_3 + 1.1133256e-7*x_4 + 0.103606656*x_5 + 0.076099366) - 0.032118537*cos(1.90426e-6*x_1 + 0.052852612*x_2 + 0.05663464*x_3 + 1.0882903e-6*x_4 + 0.034970492*x_5 + 0.13290995) + 2.85750592987397,-0.470612582,1.471583335,1.475819423,-0.360920902,1.160150722,1.239865786,55,-96.57667421
Feature(s): 1 2 3 4 7,(0.1705057618094656*x_1 - 0.36754826993447409*x_2 - 0.076507893833177628*x_3 - 0.1265941395361481*x_4 + 0.0321368077729417*x_5 - 1.4586462955430686*(-0.49480087109195175*x_1 + 0.30071246824323405*x_2 + 0.8233146932824188*x_3 + 0.44987726656765786*x_5 + 0.42736078266059696)*(0.17212673118739025*x_1 + 0.7666574145716244*x_2 + 0.6655870146892023*x_3 + 0.7639912006204738*x_4 + 0.08137275882108673) - 0.48919487033393877*sin(-0.21914885159255612*x_1 + 1.051656004042183*x_2 + 0.42488391221035665*x_3 + 0.02186224427693612*x_4 - 0.2301559014633238*x_5 + 0.0029462892768785374) + 0.10704586244088618*cos(1.1890222290158412*x_1 - 0.11883584101164725*x_2 + 0.06800123929584496*x_3 + 1.3283863297933114*x_4 - 0.33762756005593275*x_5 - 0.15421688627397967) - 0.36975610349381098)/(-0.2962273582845847*x_1 + 0.63855820407069883*x_2 + 0.13292061826887485*x_3 + 0.2199377143102587*x_4 - 0.05583272711285898*x_5 + 0.16554682606617346*(-0.49480087109195175*x_1 + 0.30071246824323405*x_2 + 0.8233146932824188*x_3 + 0.44987726656765786*x_5 + 0.42736078266059696)*(0.17212673118739025*x_1 + 0.7666574145716244*x_2 + 0.6655870146892023*x_3 + 0.7639912006204738*x_4 + 0.08137275882108673) + 0.5955019578702653*sin(-0.21914885159255612*x_1 + 1.051656004042183*x_2 + 0.42488391221035665*x_3 + 0.02186224427693612*x_4 - 0.2301559014633238*x_5 + 0.0029462892768785374) + 0.5725690122340691*cos(1.1890222290158412*x_1 - 0.11883584101164725*x_2 + 0.06800123929584496*x_3 + 1.3283863297933114*x_4 - 0.33762756005593275*x_5 - 0.15421688627397967) - 1.1184369712624636),0.468340179,0.695402929,0.887362361,-0.198677054,0.667390316,1.16361505,111,-97.51684374
Feature(s): 1 2 4 5 6 7,(-0.3700300373337649*x_1 - 0.3996032623217046*x_2 - 0.29287271421937093*x_3 - 0.20893896961509786*x_4 - 0.3234768240624774*x_5 - 0.08937164307927136*x_6 - 1.3507616035141723*(-0.36594392181133534*x_1 - 0.3640928143013083*x_2 - 0.35881484352964826*x_3 + 0.32474783528199047*x_4 + 0.8681237055718536*x_5 + 0.5133023627474904*x_6 + 0.3977637294010648)*(0.791189266901528*x_1 + 0.961025965675891*x_2 + 0.7552776829581618*x_3 - 0.39070292911455307*x_4 - 0.0509780293630998*x_5 - 0.3395626606893795*x_6 + 0.24193521317699332) - 1.4446906695706092*sin(0.5544949632367019*x_1 + 1.189521810641813*x_2 + 1.1356905031870732*x_3 + 0.20248152264668703*x_4 - 0.6903076338384883*x_5 + 0.2793348684732022*x_6 + 0.2191803487127648) + 0.9451504707274113*cos(0.14378983659656475*x_2 + 0.6369151130013181*x_3 + 0.6532239317285691*x_4 + 0.2682762030113287*x_5 + 0.18164808616445308*x_6 + 0.9006773892621553) - 0.69905713352870028)/(0.3187290387406092*x_1 + 0.3442022290815429*x_2 + 0.25226881403764195*x_3 + 0.17997165154677775*x_4 + 0.2786299672620947*x_5 + 0.07698115021843855*x_6 + 0.7525521034165263*(-0.36594392181133534*x_1 - 0.3640928143013083*x_2 - 0.35881484352964826*x_3 + 0.32474783528199047*x_4 + 0.8681237055718536*x_5 + 0.5133023627474904*x_6 + 0.3977637294010648)*(0.791189266901528*x_1 + 0.961025965675891*x_2 + 0.7552776829581618*x_3 - 0.39070292911455307*x_4 - 0.0509780293630998*x_5 - 0.3395626606893795*x_6 + 0.24193521317699332) + 0.5983339835258207*sin(0.5544949632367019*x_1 + 1.189521810641813*x_2 + 1.1356905031870732*x_3 + 0.20248152264668703*x_4 - 0.6903076338384883*x_5 + 0.2793348684732022*x_6 + 0.2191803487127648) - 0.07805701280526874*cos(0.14378983659656475*x_2 + 0.6369151130013181*x_3 + 0.6532239317285691*x_4 + 0.2682762030113287*x_5 + 0.18164808616445308*x_6 + 0.9006773892621553) - 1.2212229879494814),0.499628864,0.573843632,0.8608554,0.140468968,0.544752849,0.985346582,135,-102.9951084
